,external_ref,status,source,ref,date_time,state,cvv_provided,amount,country,currency,chargeback,amount_USD,local_time,Year,Month,Day
3228,JLE3shi8PKikt8SUl1st3,True,GLOBALPAY,evt_1E4g3dpDwxbI28vooWFJYA1,2019-04-18T14:24:00.000Z,ACCEPTED,True,101931.63,FR,EUR,False,78483.88,2019-04-18 14:24:00,2019,4,18
3229,s8KfqINIJJw_DLdW-Qu7T,True,GLOBALPAY,evt_1EE-YuRlml8_TDNzgzGLEjG,2019-04-18T19:12:00.000Z,ACCEPTED,False,102616.12,FR,EUR,False,79010.91,2019-04-18 19:12:00,2019,4,18
3230,u_fYt3tfREx6Tk-cDnrOl,True,GLOBALPAY,evt_1EHmA2YYArfMRU4GHlHgXHb,2019-04-18T00:00:00.000Z,ACCEPTED,False,106903.57,CA,CAD,False,147730.2,2019-04-18 00:00:00,2019,4,18
3231,J5WdMnQWzs4n3oenCv3Ei,True,GLOBALPAY,evt_1Ets3kj2cOcDIWZLK4GqDcc,2019-04-18T04:48:00.000Z,ACCEPTED,False,107013.93,CA,CAD,False,147882.7,2019-04-18 04:48:00,2019,4,18
3232,dQaGwfhIWJFt7GCXrbFzb,True,GLOBALPAY,evt_1EBnkzC6Trn5dtyoa0QHq9x,2019-04-18T09:36:00.000Z,DECLINED,False,107604.24,CA,CAD,False,148698.46,2019-04-18 09:36:00,2019,4,18
3233,Elusx5zHFBkTgpOv3ahKn,True,GLOBALPAY,evt_1EoScZK_0LI5bCMztNgSz4e,2019-04-18T14:24:00.000Z,ACCEPTED,False,107519.65,CA,CAD,False,148581.56,2019-04-18 14:24:00,2019,4,18
3234,UiEz9tluSKbLLOsbR8Mjw,True,GLOBALPAY,evt_1ERraaTrAdiPplrfTKfgk7S,2019-04-18T19:12:00.000Z,ACCEPTED,False,107490.48,CA,CAD,False,148541.25,2019-04-18 19:12:00,2019,4,18
3235,4MB42-C-nWwrd2ha9ZG8g,True,GLOBALPAY,evt_1EVc5U-Kk9jSO1Zp6UcaRHA,2019-04-18T00:00:00.000Z,DECLINED,False,111362.58,AE,USD,False,111362.58,2019-04-18 00:00:00,2019,4,18
3236,hlXLqtBEFL8hrLQpv3Sa-,True,GLOBALPAY,evt_1E3WMYKWQXOfgi_OqwO0mWS,2019-04-18T04:48:00.000Z,ACCEPTED,False,111328.2,AE,USD,False,111328.2,2019-04-18 04:48:00,2019,4,18
3237,cth8KYqWTqw9dQ0kT-4_a,True,GLOBALPAY,evt_1EBNbHsFjO-ZtzrfEi724wI,2019-04-18T09:36:00.000Z,ACCEPTED,False,111655.39,AE,USD,False,111655.39,2019-04-18 09:36:00,2019,4,18
3238,3dbgwgGaRTi1RrBcWclwh,True,GLOBALPAY,evt_1ESPiOy79QTopWKXKflsqaA,2019-04-18T14:24:00.000Z,ACCEPTED,False,111869.25,AE,USD,False,111869.25,2019-04-18 14:24:00,2019,4,18
3239,Kf3Cyocxi9mW9RSZl-GFT,True,GLOBALPAY,evt_1EIEvmZJD9oVLhGLBzWEwVJ,2019-04-18T19:12:00.000Z,ACCEPTED,False,112470.47,AE,USD,False,112470.47,2019-04-18 19:12:00,2019,4,18
3240,PWtyPStBhIrT0nFdS8sCe,True,GLOBALPAY,evt_1EhiEg9K6g_PJxC4FsaMWrH,2019-04-19T00:00:00.000Z,ACCEPTED,False,97919.38,US,USD,False,97919.38,2019-04-19 00:00:00,2019,4,19
3241,7KqoCfLEG0-k6oxf6S41w,True,GLOBALPAY,evt_1EWn2c16tTiYOKPIt_5-5Yw,2019-04-19T04:48:00.000Z,ACCEPTED,False,98479.47,US,USD,False,98479.47,2019-04-19 04:48:00,2019,4,19
3242,iw8W4JvNop2x5-hwxDieO,True,GLOBALPAY,evt_1EHJwMqV_atczAO0LIT8juM,2019-04-19T09:36:00.000Z,ACCEPTED,False,98807.5,US,USD,False,98807.5,2019-04-19 09:36:00,2019,4,19
3243,P6tQYGKJE8FTVVm5tPRTQ,True,GLOBALPAY,evt_1Egmu6aKAzyEriQi01flW2v,2019-04-19T14:24:00.000Z,ACCEPTED,False,99450.74,US,USD,False,99450.74,2019-04-19 14:24:00,2019,4,19
3244,G817ys1mAy3WZlG03yMDk,True,GLOBALPAY,evt_1Ecl2XTmZQCGhwNybmf32-_,2019-04-19T19:12:00.000Z,ACCEPTED,False,99393.54,US,USD,False,99393.54,2019-04-19 19:12:00,2019,4,19
3245,6521hTY9YasFaoF2RF8AX,True,GLOBALPAY,evt_1EsmgJ-4vB_rd__eTxs44Vi,2019-04-19T00:00:00.000Z,ACCEPTED,False,100461.62,MX,MXN,False,2515656.42,2019-04-19 00:00:00,2019,4,19
3246,zrlX9BSYZahDHdCCd4cOC,True,GLOBALPAY,evt_1Eg4GNr7FbPC7iAOqlVJY-6,2019-04-19T04:48:00.000Z,DECLINED,False,100564.4,MX,MXN,False,2518230.13,2019-04-19 04:48:00,2019,4,19
3247,3YdP9e6Zcb6au0gUwwR2E,True,GLOBALPAY,evt_1EDZW1ARAvnxPFC384kcpbW,2019-04-19T09:36:00.000Z,ACCEPTED,False,100654.63,MX,MXN,False,2520489.58,2019-04-19 09:36:00,2019,4,19
3248,J6eRVeqKh2WbMhjTAcaVw,True,GLOBALPAY,evt_1EpUuEAh1cqjRHMP0amHS6D,2019-04-19T14:24:00.000Z,DECLINED,False,100363.4,MX,MXN,False,2513196.9,2019-04-19 14:24:00,2019,4,19
3249,9Qi5Rxvn_s0v7PuzzMu9E,True,GLOBALPAY,evt_1EybD63VEZuAHVvDxx-j38N,2019-04-19T19:12:00.000Z,ACCEPTED,False,100842.61,MX,MXN,False,2525196.78,2019-04-19 19:12:00,2019,4,19
3250,-2Bvfu1meFh2ONq0CR0ie,True,GLOBALPAY,evt_1EIVXd9sOMll2Ord58zzGwc,2019-04-19T00:00:00.000Z,DECLINED,False,93297.21,UK,GBP,False,67008.1,2019-04-19 00:00:00,2019,4,19
3251,BCgn2Hyla8uYwSmy7q_No,True,GLOBALPAY,evt_1EG6O24kaqjxJkqrlzWxE2S,2019-04-19T04:48:00.000Z,ACCEPTED,False,93772.94,UK,GBP,False,67349.78,2019-04-19 04:48:00,2019,4,19
3252,ljHUb97x-XQ9V12bEf0mc,True,GLOBALPAY,evt_1ETppzNRGRkajjh8lxpMm5U,2019-04-19T09:36:00.000Z,ACCEPTED,False,93595.33,UK,GBP,False,67222.21,2019-04-19 09:36:00,2019,4,19
3253,5mnQhEo9knjePGM6iof7O,True,GLOBALPAY,evt_1E7__2gvEVjiE65ahuv96vr,2019-04-19T14:24:00.000Z,DECLINED,False,93797.62,UK,GBP,False,67367.5,2019-04-19 14:24:00,2019,4,19
3254,p_x9glk4DVlb6G9NQsRo7,True,GLOBALPAY,evt_1E4YbBnefM_KmhG1zaoRhXm,2019-04-19T19:12:00.000Z,ACCEPTED,False,94213.87,UK,GBP,False,67666.46,2019-04-19 19:12:00,2019,4,19
3255,YA9uJc-FuQ8J5w-hPadg0,True,GLOBALPAY,evt_1EUt_tBApDCoZ2TEs7s_VGi,2019-04-19T00:00:00.000Z,DECLINED,True,103001.83,FR,EUR,False,79487.51,2019-04-19 00:00:00,2019,4,19
3256,1avdjG0aMo4enPGS2iStn,True,GLOBALPAY,evt_1E-f0MeeGTCJn3KA0Th6HEn,2019-04-19T04:48:00.000Z,DECLINED,False,103639.67,FR,EUR,False,79979.74,2019-04-19 04:48:00,2019,4,19
3257,947fHFjtgbBbrxvmtU4fI,True,GLOBALPAY,evt_1EXcnMdJH01f0oNXCVGWdsN,2019-04-19T09:36:00.000Z,ACCEPTED,False,104043.98,FR,EUR,False,80291.75,2019-04-19 09:36:00,2019,4,19
3258,J-8QIIBRB8VeEvLT1gmIk,True,GLOBALPAY,evt_1EzrZjlu5Wj1w6E9MpCYPR_,2019-04-19T14:24:00.000Z,ACCEPTED,False,103818.51,FR,EUR,False,80117.75,2019-04-19 14:24:00,2019,4,19
3259,-T5f3fRxO2-RTAYnefufF,True,GLOBALPAY,evt_1EUIHzDYtbMlkBzmVk8nwpz,2019-04-19T19:12:00.000Z,ACCEPTED,False,103796.6,FR,EUR,False,80100.85,2019-04-19 19:12:00,2019,4,19
3260,hjpP33A8qGen9-JpdQj7V,True,GLOBALPAY,evt_1EsoV5j3VuOk_QUKv3qbH4Y,2019-04-19T00:00:00.000Z,ACCEPTED,False,107331.76,CA,CAD,False,148864.49,2019-04-19 00:00:00,2019,4,19
3261,CYzWSlYjPaVyAM0wIdrZ-,True,GLOBALPAY,evt_1Ea4DfRF6TH5Jz0MwAK6GBb,2019-04-19T04:48:00.000Z,DECLINED,False,107334.67,CA,CAD,False,148868.53,2019-04-19 04:48:00,2019,4,19
3262,63laqpbgOcO8TZesLPEaQ,True,GLOBALPAY,evt_1EJUM8cMFwxbTSnSi9zMV1g,2019-04-19T09:36:00.000Z,DECLINED,False,107998.11,CA,CAD,False,149788.69,2019-04-19 09:36:00,2019,4,19
3263,WDNbe712JbeMxTtH1KOp6,True,GLOBALPAY,evt_1Etsq1_PN_ZPDtdJZNYhaet,2019-04-19T14:24:00.000Z,ACCEPTED,False,107804.54,CA,CAD,False,149520.21,2019-04-19 14:24:00,2019,4,19
3264,cOeHYtg1ZmcwDX31UtaS9,True,GLOBALPAY,evt_1EK52h25Fh0WU9TOAygftuE,2019-04-19T19:12:00.000Z,DECLINED,False,107657.21,CA,CAD,False,149315.87,2019-04-19 19:12:00,2019,4,19
3265,570G8sswqqPDxQG-ijTOz,True,GLOBALPAY,evt_1ELC_VUgokV4nEK-e-iZhnM,2019-04-19T00:00:00.000Z,ACCEPTED,False,112392.37,AE,USD,False,112392.37,2019-04-19 00:00:00,2019,4,19
3266,YmKroQKUaU7gCfx8gcKq0,True,GLOBALPAY,evt_1E0pDZjOf83yuFFglDTyCoF,2019-04-19T04:48:00.000Z,ACCEPTED,False,112252.0,AE,USD,False,112252.0,2019-04-19 04:48:00,2019,4,19
3267,-qvhxNHavYH7SYYvw4Zgg,True,GLOBALPAY,evt_1E2rt6CP56m4PD8P5yB1Z2_,2019-04-19T09:36:00.000Z,ACCEPTED,False,112737.77,AE,USD,False,112737.77,2019-04-19 09:36:00,2019,4,19
3268,nlsbQoCF6ndcK4Gm2MkpC,True,GLOBALPAY,evt_1ErzlE7sKLste0LXkqjxzE1,2019-04-19T14:24:00.000Z,ACCEPTED,False,112660.25,AE,USD,False,112660.25,2019-04-19 14:24:00,2019,4,19
3269,_xdKGgs7eRhg8_YGLaIqM,True,GLOBALPAY,evt_1Eqa_mh34umc583Qhb1J6cX,2019-04-19T19:12:00.000Z,ACCEPTED,False,112430.88,AE,USD,False,112430.88,2019-04-19 19:12:00,2019,4,19
3270,Jizbao6KowUBUAiDcDtNy,True,GLOBALPAY,evt_1EN_YovlnsPPwSIramrFiU7,2019-04-20T00:00:00.000Z,ACCEPTED,False,99429.7,US,USD,False,99429.7,2019-04-20 00:00:00,2019,4,20
3271,_3bP0LK5iGNfoDqsSVH6d,True,GLOBALPAY,evt_1EZDnFuMOvukRKHVf9rozt4,2019-04-20T04:48:00.000Z,ACCEPTED,False,99287.3,US,USD,False,99287.3,2019-04-20 04:48:00,2019,4,20
3272,nI3BYOLOJYjLVlQQlvKLc,True,GLOBALPAY,evt_1ExI61PmHW2otS98IWmv_z5,2019-04-20T09:36:00.000Z,ACCEPTED,False,99935.23,US,USD,False,99935.23,2019-04-20 09:36:00,2019,4,20
3273,MGDLDur5QaAUskqZTlJhM,True,GLOBALPAY,evt_1ELGDTzHhKu9z5CKBzKbj8F,2019-04-20T14:24:00.000Z,DECLINED,False,100215.09,US,USD,False,100215.09,2019-04-20 14:24:00,2019,4,20
3274,7SO2m7SeSHyC-UaaUkb7D,True,GLOBALPAY,evt_1EMFkEu6mn15SUBxFnHkSxs,2019-04-20T19:12:00.000Z,ACCEPTED,False,100787.91,US,USD,False,100787.91,2019-04-20 19:12:00,2019,4,20
3275,TjS4Xa1conI88CgFNdUqm,True,GLOBALPAY,evt_1EUcWMWqmtXfMrRYAWOAoR0,2019-04-20T00:00:00.000Z,ACCEPTED,False,100594.48,MX,MXN,False,2520406.51,2019-04-20 00:00:00,2019,4,20
3276,zkM6AKAJhkUQ02pLrMavv,True,GLOBALPAY,evt_1Ec9YCTwJjk1C4tUMWuqKER,2019-04-20T04:48:00.000Z,DECLINED,False,100636.97,MX,MXN,False,2521471.1,2019-04-20 04:48:00,2019,4,20
3277,2SwJhjZkwPBDB4Br-jcCe,True,GLOBALPAY,evt_1ERxCFdgZgEB4NIU4layHb3,2019-04-20T09:36:00.000Z,DECLINED,False,100812.9,MX,MXN,False,2525879.05,2019-04-20 09:36:00,2019,4,20
3278,X0W0QOVliIU-HLEd36qTx,True,GLOBALPAY,evt_1EA_GM26YS5KSIS6HLSJCv7,2019-04-20T14:24:00.000Z,DECLINED,False,101403.41,MX,MXN,False,2540674.35,2019-04-20 14:24:00,2019,4,20
3279,HbxmVGoLOmr1cNS0LYKPA,True,GLOBALPAY,evt_1EUMTTjLQPoExW7rQXzh-10,2019-04-20T19:12:00.000Z,ACCEPTED,False,101780.7,MX,MXN,False,2550127.39,2019-04-20 19:12:00,2019,4,20
3280,CJxHSoZJL-cHh3HZ_PmFJ,True,GLOBALPAY,evt_1EWUov-RtiwKF6SgpU3B5d0,2019-04-20T00:00:00.000Z,ACCEPTED,False,94315.35,UK,GBP,False,66769.95,2019-04-20 00:00:00,2019,4,20
3281,LYZXLcXb-30cfV253cmHY,True,GLOBALPAY,evt_1Eo2qIzIloGLgfvT2PkUcQ6,2019-04-20T04:48:00.000Z,ACCEPTED,False,94284.5,UK,GBP,False,66748.11,2019-04-20 04:48:00,2019,4,20
3282,ujIue88utEoeQYgTtRnoA,True,GLOBALPAY,evt_1EqNtylC2qIPeYY0T921euH,2019-04-20T09:36:00.000Z,ACCEPTED,False,94168.4,UK,GBP,False,66665.91,2019-04-20 09:36:00,2019,4,20
3283,8i1g2MWZ8ZaVd-bBwbwga,True,GLOBALPAY,evt_1EVSVV-TTUgnyBsJ2YVUfQ8,2019-04-20T14:24:00.000Z,ACCEPTED,False,94202.61,UK,GBP,False,66690.13,2019-04-20 14:24:00,2019,4,20
3284,VDRdemwpdy22s36M3KIto,True,GLOBALPAY,evt_1ESFOtXz6u_6AGQlyRsF7VA,2019-04-20T19:12:00.000Z,ACCEPTED,False,94074.53,UK,GBP,False,66599.46,2019-04-20 19:12:00,2019,4,20
3285,7aedZgysrAYItf7745H9o,True,GLOBALPAY,evt_1Eh1FDW9Wnd_OjjnXTVKmqk,2019-04-20T00:00:00.000Z,ACCEPTED,False,103865.47,FR,EUR,False,80441.81,2019-04-20 00:00:00,2019,4,20
3286,9HCdRFMFQvCes6zaD1WoQ,True,GLOBALPAY,evt_1EC-o3UP3LeY3PvV2h70ytO,2019-04-20T04:48:00.000Z,DECLINED,False,103667.1,FR,EUR,False,80288.17,2019-04-20 04:48:00,2019,4,20
3287,vPj4ji_C5PIC-0pt-mWZF,True,GLOBALPAY,evt_1EX7mpytRi_uZdjXplZSAj7,2019-04-20T09:36:00.000Z,ACCEPTED,False,104114.95,FR,EUR,False,80635.02,2019-04-20 09:36:00,2019,4,20
3288,CYJUzLT8OmXfotUvBPwCG,True,GLOBALPAY,evt_1E3hrp0pIuH2N3ry51IrUvS,2019-04-20T14:24:00.000Z,DECLINED,False,104029.66,FR,EUR,False,80568.97,2019-04-20 14:24:00,2019,4,20
3289,JSkp3yMD3FRvyjnq3xesJ,True,GLOBALPAY,evt_1ET3-8OKj8nO9ZE3OhpzGs_,2019-04-20T19:12:00.000Z,ACCEPTED,False,104398.89,FR,EUR,False,80854.93,2019-04-20 19:12:00,2019,4,20
3290,54zK0PgYIejw6_4omP4zY,True,GLOBALPAY,evt_1ERi7muYMkMBzuD1xsbkEaz,2019-04-20T00:00:00.000Z,DECLINED,False,107809.24,CA,CAD,False,149393.05,2019-04-20 00:00:00,2019,4,20
3291,xZJxfmWsY5ORVe87ZidFO,True,GLOBALPAY,evt_1ELzKKynf1yQyFqLyab-S6M,2019-04-20T04:48:00.000Z,ACCEPTED,False,107520.22,CA,CAD,False,148992.55,2019-04-20 04:48:00,2019,4,20
3292,14jG1AkdoxyRslatBLrTS,True,GLOBALPAY,evt_1EkjjuYG7InSACZHQnjEONl,2019-04-20T09:36:00.000Z,DECLINED,False,108072.86,CA,CAD,False,149758.36,2019-04-20 09:36:00,2019,4,20
3293,yclqWK8_EEmqblmIyMzaV,True,GLOBALPAY,evt_1E4iDV9YKNNyT42-hLuJ2Le,2019-04-20T14:24:00.000Z,ACCEPTED,False,108601.54,CA,CAD,False,150490.96,2019-04-20 14:24:00,2019,4,20
3294,Ab_zqL7ZxTi99ckuXncY1,True,GLOBALPAY,evt_1Ez5HxFyPLgyWP3JXm59Oyq,2019-04-20T19:12:00.000Z,ACCEPTED,False,109172.68,CA,CAD,False,151282.4,2019-04-20 19:12:00,2019,4,20
3295,oau7WCdPOPtSw7eGhCY3V,True,GLOBALPAY,evt_1EBlPNc4DAS1P7hlPoaCi8u,2019-04-20T00:00:00.000Z,ACCEPTED,False,112694.9,AE,USD,False,112694.9,2019-04-20 00:00:00,2019,4,20
3296,ycTPWS38tzr2Bs9FFPOy2,True,GLOBALPAY,evt_1EVj0YNjzemh_w7ykwxLDHh,2019-04-20T04:48:00.000Z,DECLINED,False,112919.12,AE,USD,False,112919.12,2019-04-20 04:48:00,2019,4,20
3297,9d3pLpPSbE2oHlhSpM3QJ,True,GLOBALPAY,evt_1Eu0UMjfYCDtCEVm3t1-BcS,2019-04-20T09:36:00.000Z,ACCEPTED,False,113015.32,AE,USD,False,113015.32,2019-04-20 09:36:00,2019,4,20
3298,wF5G3uPJgTRIJfdnXeN3N,True,GLOBALPAY,evt_1EgCPpO1dMLYWauvq4f7soJ,2019-04-20T14:24:00.000Z,ACCEPTED,False,113236.05,AE,USD,False,113236.05,2019-04-20 14:24:00,2019,4,20
3299,Xk-74m5I8j0eLCL0329-l,True,GLOBALPAY,evt_1EQF96T04l93zXpfcKlOccN,2019-04-20T19:12:00.000Z,ACCEPTED,False,113565.52,AE,USD,False,113565.52,2019-04-20 19:12:00,2019,4,20
3300,Omz42G49KxI4JoCd6Kn8G,True,GLOBALPAY,evt_1ExgczPhZb_RwH8p8zgcf0Z,2019-04-21T00:00:00.000Z,DECLINED,False,101439.21,US,USD,False,101439.21,2019-04-21 00:00:00,2019,4,21
3301,CBZQWVrFjhdsBZzCW7FV-,True,GLOBALPAY,evt_1E3H7vO9kYpY8Awu-CxpUXT,2019-04-21T04:48:00.000Z,ACCEPTED,False,101893.6,US,USD,False,101893.6,2019-04-21 04:48:00,2019,4,21
3302,5PL260lSnwk2H2VqNr9QQ,True,GLOBALPAY,evt_1EGAZZwUWG3UvBcb17d-jqm,2019-04-21T09:36:00.000Z,ACCEPTED,False,101704.41,US,USD,False,101704.41,2019-04-21 09:36:00,2019,4,21
3303,-_q4NCaKktKZtP0iaFpJD,True,GLOBALPAY,evt_1EaqYmpvDpskS6QUJlEbEo7,2019-04-21T14:24:00.000Z,ACCEPTED,False,101985.73,US,USD,False,101985.73,2019-04-21 14:24:00,2019,4,21
3304,yJ69AUvt29iCdOu9d5p8Q,True,GLOBALPAY,evt_1E9v2AfafrH9kFHlf3JeisR,2019-04-21T19:12:00.000Z,ACCEPTED,False,101748.24,US,USD,False,101748.24,2019-04-21 19:12:00,2019,4,21
3305,M1g2xqusIzEu-SZbj6ioQ,True,GLOBALPAY,evt_1E2xXiSTjEYxykMfd6lpff0,2019-04-21T00:00:00.000Z,ACCEPTED,False,101777.76,MX,MXN,False,2549718.51,2019-04-21 00:00:00,2019,4,21
3306,Uqme6gAqyoEfhqs6N6nsu,True,GLOBALPAY,evt_1EtpuPjMv2MoIju1hmCbfB-,2019-04-21T04:48:00.000Z,ACCEPTED,False,101898.08,MX,MXN,False,2552732.75,2019-04-21 04:48:00,2019,4,21
3307,YwvCrfeodUXpyIqU9bWb0,True,GLOBALPAY,evt_1ErCLYCEO4LddicmEMqonRj,2019-04-21T09:36:00.000Z,DECLINED,False,102290.43,MX,MXN,False,2562561.83,2019-04-21 09:36:00,2019,4,21
3308,5BZCrJ9_8pmuDBVdME6tL,True,GLOBALPAY,evt_1ETuJy8CzWUBTdlWct0XajZ,2019-04-21T14:24:00.000Z,ACCEPTED,False,102711.06,MX,MXN,False,2573099.38,2019-04-21 14:24:00,2019,4,21
3309,uG5bC-JpsDoq3Y0IvVv1t,True,GLOBALPAY,evt_1E6iNvY7w-9rBqdUtAkmsKV,2019-04-21T19:12:00.000Z,ACCEPTED,False,103284.41,MX,MXN,False,2587462.84,2019-04-21 19:12:00,2019,4,21
3310,IiIhlBpwH_2HfAtXip0EY,True,GLOBALPAY,evt_1ExJIRzkDQzHPVoghRYiCu3,2019-04-21T00:00:00.000Z,ACCEPTED,False,93829.22,UK,GBP,False,66121.59,2019-04-21 00:00:00,2019,4,21
3311,EYSL4VreF7VOVH-tsTdBF,True,GLOBALPAY,evt_1E6DQ0hoQW5qQaA4pxk-HMU,2019-04-21T04:48:00.000Z,ACCEPTED,False,94431.26,UK,GBP,False,66545.85,2019-04-21 04:48:00,2019,4,21
3312,HLALiYBLYXbHulUOZkdW6,True,GLOBALPAY,evt_1Eymf8Z8BXRyH1Vogj4Izru,2019-04-21T09:36:00.000Z,ACCEPTED,False,95024.6,UK,GBP,False,66963.98,2019-04-21 09:36:00,2019,4,21
3313,nWqLGkgR-Rnf4jLhCB_ia,True,GLOBALPAY,evt_1EJYjdxIz7XEPpmKLfnHt2A,2019-04-21T14:24:00.000Z,ACCEPTED,False,95566.37,UK,GBP,False,67345.76,2019-04-21 14:24:00,2019,4,21
3314,XXstVtMOvnACxULuzKyzO,True,GLOBALPAY,evt_1Er_eDm5UqeHRn_Hyrv1fnc,2019-04-21T19:12:00.000Z,ACCEPTED,False,96099.16,UK,GBP,False,67721.22,2019-04-21 19:12:00,2019,4,21
3315,_WHq6Gd0Do9ECKbE5765_,True,GLOBALPAY,evt_1E4s9smiThQ8qbOXLLWalpY,2019-04-21T00:00:00.000Z,ACCEPTED,False,104932.46,FR,EUR,False,80834.61,2019-04-21 00:00:00,2019,4,21
3316,e1n-Q_z_lJIvteBGe0Sj2,True,GLOBALPAY,evt_1ET381TH_SEyo4JzTijzEhy,2019-04-21T04:48:00.000Z,ACCEPTED,False,105191.59,FR,EUR,False,81034.23,2019-04-21 04:48:00,2019,4,21
3317,Sc0ZLL9i8NWEvNeYtsi_8,True,GLOBALPAY,evt_1ELblRIBm0aBp-AtsQLt2JQ,2019-04-21T09:36:00.000Z,DECLINED,False,105775.72,FR,EUR,False,81484.22,2019-04-21 09:36:00,2019,4,21
3318,fiwRR-SBOY_mG7XrjkSxe,True,GLOBALPAY,evt_1Emowninm32n97MUvHdGy38,2019-04-21T14:24:00.000Z,ACCEPTED,True,106087.7,FR,EUR,False,81724.55,2019-04-21 14:24:00,2019,4,21
3319,m2kUfSAH6CB26tk0LpWKW,True,GLOBALPAY,evt_1E4GdcHrL4Cju5R7LvN1vCe,2019-04-21T19:12:00.000Z,ACCEPTED,False,106280.78,FR,EUR,False,81873.29,2019-04-21 19:12:00,2019,4,21
3320,lUPL7gPwi4ts_a_ILcV8C,True,GLOBALPAY,evt_1E4IGtFFB3BVrxgI94Wj_dX,2019-04-21T00:00:00.000Z,ACCEPTED,False,109550.94,CA,CAD,False,151115.36,2019-04-21 00:00:00,2019,4,21
3321,c1F3bztq3dW6PLfX_CbI1,True,GLOBALPAY,evt_1Eqhds7AeDuqeATt0Dh6VY4,2019-04-21T04:48:00.000Z,ACCEPTED,False,110194.51,CA,CAD,False,152003.11,2019-04-21 04:48:00,2019,4,21
3322,bIang3_u7yEtXlM_XUCMF,True,GLOBALPAY,evt_1EgfUgzoGoo8d9u_eRolDj4,2019-04-21T09:36:00.000Z,DECLINED,False,110368.31,CA,CAD,False,152242.85,2019-04-21 09:36:00,2019,4,21
3323,mHw4naoSjGOUWbAqKrnzY,True,GLOBALPAY,evt_1EZ1mwIDkqT8Adt755cDoqM,2019-04-21T14:24:00.000Z,ACCEPTED,False,110123.01,CA,CAD,False,151904.48,2019-04-21 14:24:00,2019,4,21
3324,bDURaVgPkI56DTIVa1p5k,True,GLOBALPAY,evt_1EjoTK5zPTWADbvC111PSpm,2019-04-21T19:12:00.000Z,DECLINED,False,110672.65,CA,CAD,False,152662.66,2019-04-21 19:12:00,2019,4,21
3325,XlOnB45zSStBA7KD21FfR,True,GLOBALPAY,evt_1E3ztgfPC7DKbOBDNSHCbr2,2019-04-21T00:00:00.000Z,ACCEPTED,False,113471.22,AE,USD,False,113471.22,2019-04-21 00:00:00,2019,4,21
3326,3jv0u9MGcJ7K0jZzS5hqi,True,GLOBALPAY,evt_1EN_pFbgQb9S-ucgAblLfcT,2019-04-21T04:48:00.000Z,DECLINED,False,113805.74,AE,USD,False,113805.74,2019-04-21 04:48:00,2019,4,21
3327,sHA-3Ag5K9OGuXYPOzhT7,True,GLOBALPAY,evt_1EsKQoqoEYk98R4ZQn294yP,2019-04-21T09:36:00.000Z,DECLINED,False,114167.03,AE,USD,False,114167.03,2019-04-21 09:36:00,2019,4,21
3328,8YxZz2iNSEX3TD2x3pOqZ,True,GLOBALPAY,evt_1E_kpQ2h4sZdY3BZcBdWupE,2019-04-21T14:24:00.000Z,ACCEPTED,False,114297.96,AE,USD,False,114297.96,2019-04-21 14:24:00,2019,4,21
3329,iTkBEvAvG-ElyqAERecuG,True,GLOBALPAY,evt_1Ea0LCiC5yeCpbIg3cHzD8p,2019-04-21T19:12:00.000Z,ACCEPTED,False,114023.68,AE,USD,False,114023.68,2019-04-21 19:12:00,2019,4,21
3330,DSO2YYx85WaD0cenTrzmQ,True,GLOBALPAY,evt_1EBQ-1ydpkewUnXmwGaIn5P,2019-04-22T00:00:00.000Z,ACCEPTED,False,101941.66,US,USD,False,101941.66,2019-04-22 00:00:00,2019,4,22
3331,AUURFayO_yIYCmgp77tzD,True,GLOBALPAY,evt_1EqQGjewG8Daf2IQgSPWyGm,2019-04-22T04:48:00.000Z,DECLINED,False,102632.56,US,USD,False,102632.56,2019-04-22 04:48:00,2019,4,22
3332,w1WwUzmbIEOMkS_RohzwD,True,GLOBALPAY,evt_1Efq7Kodf3obbkOhU22tcR7,2019-04-22T09:36:00.000Z,ACCEPTED,False,103162.82,US,USD,False,103162.82,2019-04-22 09:36:00,2019,4,22
3333,ZUf-UAWsGKghd6YL40iZy,True,GLOBALPAY,evt_1Es2QKoorocaBhHJsotCr71,2019-04-22T14:24:00.000Z,ACCEPTED,False,103159.32,US,USD,False,103159.32,2019-04-22 14:24:00,2019,4,22
3334,sxS5p56SrGVCvB3ds1jy4,True,GLOBALPAY,evt_1EpYrbT9r61dbjRKTFt-cSK,2019-04-22T19:12:00.000Z,ACCEPTED,False,103440.47,US,USD,False,103440.47,2019-04-22 19:12:00,2019,4,22
3335,ZEw7cH3BFh6hqq6nB2dvc,True,GLOBALPAY,evt_1EOTU425-n7kjXpxvOQSYvk,2019-04-22T00:00:00.000Z,ACCEPTED,False,103325.9,MX,MXN,False,2589292.43,2019-04-22 00:00:00,2019,4,22
3336,wE35-HkPhWXlC0SrH465e,True,GLOBALPAY,evt_1EDnottACFOZcyl_1s4yHSn,2019-04-22T04:48:00.000Z,ACCEPTED,False,103751.13,MX,MXN,False,2599948.47,2019-04-22 04:48:00,2019,4,22
3337,Uiq4aW55yoJRUbf7r6YZr,True,GLOBALPAY,evt_1ECf6qc-oXUdJlm6eEH43KY,2019-04-22T09:36:00.000Z,ACCEPTED,False,104116.57,MX,MXN,False,2609106.2,2019-04-22 09:36:00,2019,4,22
